Cluster ID	Discipline name	score<Perc Discipline pubs>	Total Pubs	score<Perc AH pubs>
31312286	History	1.000000000000	50	0.98
2101320	Interdisciplinary research in the Social Sciences	0.000562935424	6927	0.9097733
2101320	Business and Management	0.000052893261	6927	0.9097733
2101320	Philosophy	0.746331474512	6927	0.9097733
2101320	Archaeology	0.000166235964	6927	0.9097733
2101320	Art and Art History	0.000483595532	6927	0.9097733
2101320	Library and Information Science	0.000007556180	6927	0.9097733
2101320	Political Sciences and International Relations	0.000007556180	6927	0.9097733
2101320	Classical Studies	0.000113342702	6927	0.9097733
2101320	Linguistics	0.032034425956	6927	0.9097733
2101320	Interdisciplinary research in the Humanities	0.003815871000	6927	0.9097733
2101320	Gender Studies	0.000740505659	6927	0.9097733
2101320	Anthropology	0.000007556180	6927	0.9097733
2101320	Psychology	0.013905260612	6927	0.9097733
2101320	History & Philosophy of Science	0.172246905744	6927	0.9097733
2101320	Digital Humanities	0.000952078705	6927	0.9097733
2101320	Media Studies and Communication	0.000430702271	6927	0.9097733
2101320	History	0.003062142025	6927	0.9097733
2101320	Musicology	0.000166235964	6927	0.9097733
2101320	Law	0.000007556180	6927	0.9097733
2101320	Film and Theatre Studies	0.000034002810	6927	0.9097733
2101320	Literature	0.000510042163	6927	0.9097733
2101320	Pedagogical & Educational Research	0.001779480437	6927	0.9097733
2101320	Cultural Studies	0.000536488794	6927	0.9097733
2101320	Religious Studies and Theology	0.022989678257	6927	0.9097733
2101320	Sociology	0.000007556180	6927	0.9097733
22512336	History & Philosophy of Science	0.000646830530	892	0.8665919
22512336	Library and Information Science	0.000161707632	892	0.8665919
22512336	Interdisciplinary research in the Social Sciences	0.002630444156	892	0.8665919
22512336	Art and Art History	0.000916343251	892	0.8665919
22512336	Literature	0.028988788270	892	0.8665919
22512336	Linguistics	0.929161276412	892	0.8665919
22512336	Digital Humanities	0.050614489003	892	0.8665919
22512336	Archaeology	0.001293661060	892	0.8665919
22512336	Classical Studies	0.000646830530	892	0.8665919
22512336	Psychology	0.005605864596	892	0.8665919
22512336	Film and Theatre Studies	0.000161707632	892	0.8665919
22512336	History	0.003719275549	892	0.8665919
22512336	Interdisciplinary research in the Humanities	0.012063389391	892	0.8665919
22512336	Philosophy	0.004096593359	892	0.8665919
22512336	Anthropology	0.001552393272	892	0.8665919
22512336	Pedagogical & Educational Research	0.007761966364	892	0.8665919
22512336	Cultural Studies	0.000592927986	892	0.8665919
1863356	Gender Studies	0.000047741812	4033	0.8656088
1863356	History	0.002721283299	4033	0.8656088
1863356	Interdisciplinary research in the Humanities	0.001312899837	4033	0.8656088
1863356	Psychology	0.020170915687	4033	0.8656088
1863356	Digital Humanities	0.022199942709	4033	0.8656088
1863356	Linguistics	0.862742289697	4033	0.8656088
1863356	Classical Studies	0.000238709061	4033	0.8656088
1863356	Philosophy	0.084097202329	4033	0.8656088
1863356	Pedagogical & Educational Research	0.004058054043	4033	0.8656088
1863356	Art and Art History	0.000095483624	4033	0.8656088
1863356	Film and Theatre Studies	0.000047741812	4033	0.8656088
1863356	Cultural Studies	0.000238709061	4033	0.8656088
1863356	Religious Studies and Theology	0.000429676310	4033	0.8656088
1863356	Media Studies and Communication	0.000334192685	4033	0.8656088
1863356	Interdisciplinary research in the Social Sciences	0.000143225436	4033	0.8656088
1863356	Anthropology	0.000381934498	4033	0.8656088
1863356	History & Philosophy of Science	0.020027690251	4033	0.8656088
1863356	Literature	0.002625799675	4033	0.8656088
1863356	Archaeology	0.000286450873	4033	0.8656088
31338307	Religious Studies and Theology	0.852272727272	51	0.8627451
31338307	Philosophy	0.136363636363	51	0.8627451
31338307	History & Philosophy of Science	0.011363636363	51	0.8627451
11126184	Classical Studies	0.002873563218	135	0.8592592
11126184	Literature	0.002873563218	135	0.8592592
11126184	History & Philosophy of Science	0.004310344827	135	0.8592592
11126184	Religious Studies and Theology	0.778735632183	135	0.8592592
11126184	History	0.093390804597	135	0.8592592
11126184	Cultural Studies	0.011494252873	135	0.8592592
11126184	Interdisciplinary research in the Social Sciences	0.002873563218	135	0.8592592
11126184	Linguistics	0.048850574712	135	0.8592592
11126184	Philosophy	0.015804597701	135	0.8592592
11126184	Law	0.002873563218	135	0.8592592
11126184	Art and Art History	0.004310344827	135	0.8592592
11126184	Interdisciplinary research in the Humanities	0.031609195402	135	0.8592592
1874230	Interdisciplinary research in the Humanities	0.008810743673	2508	0.8560606
1874230	History & Philosophy of Science	0.103438907002	2508	0.8560606
1874230	Religious Studies and Theology	0.012109920819	2508	0.8560606
1874230	Psychology	0.038231641049	2508	0.8560606
1874230	Classical Studies	0.000621021580	2508	0.8560606
1874230	Gender Studies	0.000077627697	2508	0.8560606
1874230	Pedagogical & Educational Research	0.002095947834	2508	0.8560606
1874230	Musicology	0.001397298556	2508	0.8560606
1874230	Philosophy	0.812140971898	2508	0.8560606
1874230	Linguistics	0.013507219375	2508	0.8560606
1874230	Interdisciplinary research in the Social Sciences	0.000776276975	2508	0.8560606
1874230	Film and Theatre Studies	0.000194069243	2508	0.8560606
1874230	Law	0.000077627697	2508	0.8560606
1874230	Business and Management	0.000155255395	2508	0.8560606
1874230	Literature	0.000077627697	2508	0.8560606
1874230	History	0.001397298556	2508	0.8560606
1874230	Media Studies and Communication	0.000659835429	2508	0.8560606
1874230	Art and Art History	0.003726129482	2508	0.8560606
1874230	Anthropology	0.000232883092	2508	0.8560606
1874230	Cultural Studies	0.000271696941	2508	0.8560606
20170269	Media Studies and Communication	0.000847457627	692	0.8526012
20170269	Religious Studies and Theology	0.029661016949	692	0.8526012
20170269	Film and Theatre Studies	0.000211864406	692	0.8526012
20170269	Interdisciplinary research in the Humanities	0.005296610169	692	0.8526012
20170269	History	0.176200564971	692	0.8526012
20170269	Digital Humanities	0.001059322033	692	0.8526012
20170269	Archaeology	0.704378531073	692	0.8526012
20170269	Cultural Studies	0.000211864406	692	0.8526012
20170269	Art and Art History	0.022669491525	692	0.8526012
20170269	Classical Studies	0.008192090395	692	0.8526012
20170269	Literature	0.000211864406	692	0.8526012
20170269	Library and Information Science	0.000211864406	692	0.8526012
20170269	Anthropology	0.047033898305	692	0.8526012
20170269	Linguistics	0.004449152542	692	0.8526012
20170269	Interdisciplinary research in the Social Sciences	0.000423728813	692	0.8526012
19528165	Film and Theatre Studies	0.000054734537	1037	0.8389586
19528165	Interdisciplinary research in the Humanities	0.000246305418	1037	0.8389586
19528165	Religious Studies and Theology	0.001204159824	1037	0.8389586
19528165	Sociology	0.000054734537	1037	0.8389586
19528165	Digital Humanities	0.032758620689	1037	0.8389586
19528165	Anthropology	0.001204159824	1037	0.8389586
19528165	Literature	0.001204159824	1037	0.8389586
19528165	Philosophy	0.012123700054	1037	0.8389586
19528165	History & Philosophy of Science	0.001340996168	1037	0.8389586
19528165	Archaeology	0.000054734537	1037	0.8389586
19528165	Pedagogical & Educational Research	0.007142857142	1037	0.8389586
19528165	Classical Studies	0.001204159824	1037	0.8389586
19528165	Musicology	0.002353585112	1037	0.8389586
19528165	Art and Art History	0.000054734537	1037	0.8389586
19528165	History	0.004077723043	1037	0.8389586
19528165	Psychology	0.038368910782	1037	0.8389586
19528165	Law	0.000054734537	1037	0.8389586
19528165	Media Studies and Communication	0.001204159824	1037	0.8389586
19528165	Cultural Studies	0.001395730706	1037	0.8389586
19528165	Political Sciences and International Relations	0.000054734537	1037	0.8389586
19528165	Library and Information Science	0.000054734537	1037	0.8389586
19528165	Linguistics	0.925342090859	1037	0.8389586
19528165	Interdisciplinary research in the Social Sciences	0.001204159824	1037	0.8389586
11355737	Media Studies and Communication	0.000037169194	5510	0.8137931
11355737	Philosophy	0.687165477252	5510	0.8137931
11355737	Archaeology	0.000557537912	5510	0.8137931
11355737	Classical Studies	0.000297353553	5510	0.8137931
11355737	Interdisciplinary research in the Social Sciences	0.000334522747	5510	0.8137931
11355737	History & Philosophy of Science	0.272134255129	5510	0.8137931
11355737	Gender Studies	0.000483199524	5510	0.8137931
11355737	Digital Humanities	0.000223015165	5510	0.8137931
11355737	History	0.002620428189	5510	0.8137931
11355737	Literature	0.000371691941	5510	0.8137931
11355737	Interdisciplinary research in the Humanities	0.001765536723	5510	0.8137931
11355737	Religious Studies and Theology	0.014607493309	5510	0.8137931
11355737	Anthropology	0.000111507582	5510	0.8137931
11355737	Psychology	0.008771929824	5510	0.8137931
11355737	Art and Art History	0.000669045495	5510	0.8137931
11355737	Cultural Studies	0.000148676776	5510	0.8137931
11355737	Linguistics	0.009887005649	5510	0.8137931
11355737	Film and Theatre Studies	0.000037169194	5510	0.8137931
31339560	History	0.013605442176	188	0.7819149
31339560	Philosophy	0.319727891156	188	0.7819149
31339560	Gender Studies	0.003401360544	188	0.7819149
31339560	Religious Studies and Theology	0.636054421768	188	0.7819149
31339560	History & Philosophy of Science	0.027210884353	188	0.7819149
31351301	Linguistics	0.048780487804	54	0.7592593
31351301	Cultural Studies	0.004878048780	54	0.7592593
31351301	Political Sciences and International Relations	0.004878048780	54	0.7592593
31351301	Literature	0.004878048780	54	0.7592593
31351301	Media Studies and Communication	0.004878048780	54	0.7592593
31351301	History	0.907317073170	54	0.7592593
31351301	Philosophy	0.024390243902	54	0.7592593
31312009	Philosophy	0.600000000000	53	0.754717
31312009	History & Philosophy of Science	0.387500000000	53	0.754717
31312009	History	0.012500000000	53	0.754717
1901012	Linguistics	0.011838006230	2134	0.7521087
1901012	Law	0.000207684319	2134	0.7521087
1901012	Cultural Studies	0.000311526479	2134	0.7521087
1901012	Philosophy	0.606593977154	2134	0.7521087
1901012	Interdisciplinary research in the Social Sciences	0.001869158878	2134	0.7521087
1901012	History & Philosophy of Science	0.367237798546	2134	0.7521087
1901012	Interdisciplinary research in the Humanities	0.002959501557	2134	0.7521087
1901012	Classical Studies	0.000207684319	2134	0.7521087
1901012	Anthropology	0.000311526479	2134	0.7521087
1901012	Psychology	0.001973001038	2134	0.7521087
1901012	Media Studies and Communication	0.000103842159	2134	0.7521087
1901012	Religious Studies and Theology	0.003115264797	2134	0.7521087
1901012	History	0.003271028037	2134	0.7521087
17473088	Environmental Studies	0.001937984496	1053	0.7350428
17473088	Media Studies and Communication	0.000215331610	1053	0.7350428
17473088	Linguistics	0.004091300602	1053	0.7350428
17473088	Art and Art History	0.032730404823	1053	0.7350428
17473088	Digital Humanities	0.002583979328	1053	0.7350428
17473088	Science and Technology Studies	0.000645994832	1053	0.7350428
17473088	Pedagogical & Educational Research	0.000215331610	1053	0.7350428
17473088	Cultural Studies	0.001722652885	1053	0.7350428
17473088	Philosophy	0.003445305770	1053	0.7350428
17473088	Anthropology	0.026485788113	1053	0.7350428
17473088	Interdisciplinary research in the Social Sciences	0.001722652885	1053	0.7350428
17473088	Classical Studies	0.010120585701	1053	0.7350428
17473088	Human Geography and Urban Studies	0.000645994832	1053	0.7350428
17473088	Film and Theatre Studies	0.000215331610	1053	0.7350428
17473088	Interdisciplinary research in the Humanities	0.005383290267	1053	0.7350428
17473088	History	0.183031869078	1053	0.7350428
17473088	Archaeology	0.688199827734	1053	0.7350428
17473088	Religious Studies and Theology	0.003014642549	1053	0.7350428
17473088	History & Philosophy of Science	0.029931093884	1053	0.7350428
17473088	Literature	0.006029285099	1053	0.7350428
17473088	Gender Studies	0.000215331610	1053	0.7350428
14012219	Gender Studies	0.000925304915	2610	0.7344828
14012219	Digital Humanities	0.019300991131	2610	0.7344828
14012219	Art and Art History	0.002557319223	2610	0.7344828
14012219	Pedagogical & Educational Research	0.007091934321	2610	0.7344828
14012219	Classical Studies	0.000310505005	2610	0.7344828
14012219	Film and Theatre Studies	0.002644260625	2610	0.7344828
14012219	Cultural Studies	0.006017587003	2610	0.7344828
14012219	Media Studies and Communication	0.009282857639	2610	0.7344828
14012219	Interdisciplinary research in the Social Sciences	0.004191817572	2610	0.7344828
14012219	Environmental Studies	0.000186303003	2610	0.7344828
14012219	Musicology	0.002136274436	2610	0.7344828
14012219	Political Sciences and International Relations	0.000496808008	2610	0.7344828
14012219	Anthropology	0.002496460242	2610	0.7344828
14012219	History	0.013451076831	2610	0.7344828
14012219	Human Geography and Urban Studies	0.000447127207	2610	0.7344828
14012219	Library and Information Science	0.000310505005	2610	0.7344828
14012219	Law	0.001875450232	2610	0.7344828
14012219	Archaeology	0.000919094815	2610	0.7344828
14012219	Linguistics	0.834525672553	2610	0.7344828
14012219	Economics	0.000260824204	2610	0.7344828
14012219	Sociology	0.000310505005	2610	0.7344828
14012219	Psychology	0.002397098641	2610	0.7344828
14012219	Literature	0.064746503713	2610	0.7344828
14012219	Religious Studies and Theology	0.006309461708	2610	0.7344828
14012219	Interdisciplinary research in the Humanities	0.030291626300	2610	0.7344828
14012219	Demography	0.000104329681	2610	0.7344828
14012219	Philosophy	0.004843878083	2610	0.7344828
14012219	History & Philosophy of Science	0.000869414014	2610	0.7344828
11076962	Interdisciplinary research in the Humanities	0.008333333333	234	0.7264957
11076962	Pedagogical & Educational Research	0.032352941176	234	0.7264957
11076962	History & Philosophy of Science	0.198529411764	234	0.7264957
11076962	Film and Theatre Studies	0.000980392156	234	0.7264957
11076962	Gender Studies	0.000980392156	234	0.7264957
11076962	Religious Studies and Theology	0.032352941176	234	0.7264957
11076962	Philosophy	0.654411764705	234	0.7264957
11076962	Literature	0.015686274509	234	0.7264957
11076962	Cultural Studies	0.006862745098	234	0.7264957
11076962	Archaeology	0.005882352941	234	0.7264957
11076962	History	0.042647058823	234	0.7264957
11076962	Media Studies and Communication	0.000980392156	234	0.7264957
27107592	Interdisciplinary research in the Social Sciences	0.001748073291	1326	0.7036199
27107592	Cultural Studies	0.001122849997	1326	0.7036199
27107592	Religious Studies and Theology	0.004338284081	1326	0.7036199
27107592	Interdisciplinary research in the Humanities	0.001480120451	1326	0.7036199
27107592	Library and Information Science	0.000051038636	1326	0.7036199
27107592	Gender Studies	0.000535905680	1326	0.7036199
27107592	Film and Theatre Studies	0.000051038636	1326	0.7036199
27107592	Digital Humanities	0.000535905680	1326	0.7036199
27107592	Archaeology	0.537028530597	1326	0.7036199
27107592	Art and Art History	0.094370438421	1326	0.7036199
27107592	Sociology	0.000051038636	1326	0.7036199
27107592	Political Sciences and International Relations	0.000051038636	1326	0.7036199
27107592	Environmental Studies	0.006966773847	1326	0.7036199
27107592	History	0.195031388761	1326	0.7036199
27107592	Literature	0.016306844281	1326	0.7036199
27107592	Linguistics	0.011840963609	1326	0.7036199
27107592	Law	0.000051038636	1326	0.7036199
27107592	History & Philosophy of Science	0.009110396570	1326	0.7036199
27107592	Economics	0.000893176134	1326	0.7036199
27107592	Pedagogical & Educational Research	0.000051038636	1326	0.7036199
27107592	Media Studies and Communication	0.000051038636	1326	0.7036199
27107592	Philosophy	0.008625529525	1326	0.7036199
27107592	Classical Studies	0.078203950390	1326	0.7036199
27107592	Anthropology	0.031937426631	1326	0.7036199
27107592	Psychology	0.000051038636	1326	0.7036199
27107592	Musicology	0.000051038636	1326	0.7036199
17766671	Literature	0.857664233576	196	0.6989796
17766671	Digital Humanities	0.087591240875	196	0.6989796
17766671	Philosophy	0.007299270072	196	0.6989796
17766671	Archaeology	0.007299270072	196	0.6989796
17766671	History & Philosophy of Science	0.007299270072	196	0.6989796
17766671	Political Sciences and International Relations	0.002433090024	196	0.6989796
17766671	Art and Art History	0.017031630170	196	0.6989796
17766671	Linguistics	0.013381995133	196	0.6989796
17766671	History	0.079075425790	196	0.6989796
17766671	Anthropology	0.002433090024	196	0.6989796
17766671	Religious Studies and Theology	0.002433090024	196	0.6989796
17766671	Interdisciplinary research in the Humanities	0.003649635036	196	0.6989796
1863371	Film and Theatre Studies	0.000088526912	4042	0.698664
1863371	Digital Humanities	0.008233002832	4042	0.698664
1863371	Art and Art History	0.000088526912	4042	0.698664
1863371	Interdisciplinary research in the Humanities	0.001150849858	4042	0.698664
1863371	Philosophy	0.001947592067	4042	0.698664
1863371	Literature	0.001859065155	4042	0.698664
1863371	Psychology	0.074362606232	4042	0.698664
1863371	Linguistics	0.820378895184	4042	0.698664
1863371	Anthropology	0.000531161473	4042	0.698664
1863371	History	0.001504957507	4042	0.698664
1863371	Religious Studies and Theology	0.000708215297	4042	0.698664
1863371	Cultural Studies	0.000088526912	4042	0.698664
1863371	Pedagogical & Educational Research	0.097025495750	4042	0.698664
1863371	History & Philosophy of Science	0.000177053824	4042	0.698664
1863371	Library and Information Science	0.000088526912	4042	0.698664
17647489	Digital Humanities	0.004845408398	3115	0.6956661
17647489	Media Studies and Communication	0.001637110774	3115	0.6956661
17647489	Law	0.000021974641	3115	0.6956661
17647489	Classical Studies	0.001637110774	3115	0.6956661
17647489	Environmental Studies	0.004383940932	3115	0.6956661
17647489	History & Philosophy of Science	0.044916166743	3115	0.6956661
17647489	Economics	0.015228426395	3115	0.6956661
17647489	Linguistics	0.003944448106	3115	0.6956661
17647489	Art and Art History	0.070203485178	3115	0.6956661
17647489	Interdisciplinary research in the Social Sciences	0.001983211374	3115	0.6956661
17647489	Philosophy	0.011327927571	3115	0.6956661
17647489	History	0.759520513327	3115	0.6956661
17647489	Film and Theatre Studies	0.001406377040	3115	0.6956661
17647489	Literature	0.027171643922	3115	0.6956661
17647489	Sociology	0.000021974641	3115	0.6956661
17647489	Cultural Studies	0.002752323818	3115	0.6956661
17647489	Religious Studies and Theology	0.013635264904	3115	0.6956661
17647489	Archaeology	0.027633111389	3115	0.6956661
17647489	Anthropology	0.003175335662	3115	0.6956661
17647489	Political Sciences and International Relations	0.000252708374	3115	0.6956661
17647489	Library and Information Science	0.000252708374	3115	0.6956661
17647489	Musicology	0.002560045707	3115	0.6956661
17647489	Gender Studies	0.001999692355	3115	0.6956661
17647489	Psychology	0.000252708374	3115	0.6956661
17647489	Pedagogical & Educational Research	0.000714175841	3115	0.6956661
17647489	Interdisciplinary research in the Humanities	0.003367613773	3115	0.6956661
17745675	Media Studies and Communication	0.008984725965	230	0.6913043
17745675	History & Philosophy of Science	0.006289308176	230	0.6913043
17745675	Library and Information Science	0.008984725965	230	0.6913043
17745675	Interdisciplinary research in the Humanities	0.008984725965	230	0.6913043
17745675	Economics	0.003144654088	230	0.6913043
17745675	History	0.927672955974	230	0.6913043
17745675	Gender Studies	0.008984725965	230	0.6913043
17745675	Sociology	0.008984725965	230	0.6913043
17745675	Cultural Studies	0.008984725965	230	0.6913043
17745675	Interdisciplinary research in the Social Sciences	0.008984725965	230	0.6913043
13799522	Human Geography and Urban Studies	0.000333000332	622	0.6897106
13799522	Political Sciences and International Relations	0.000333000332	622	0.6897106
13799522	Digital Humanities	0.453962703962	622	0.6897106
13799522	Linguistics	0.745282495282	622	0.6897106
13799522	Media Studies and Communication	0.013986013986	622	0.6897106
13799522	Sociology	0.000388500388	622	0.6897106
13799522	Library and Information Science	0.000582750582	622	0.6897106
13799522	Environmental Studies	0.000333000332	622	0.6897106
13799522	Anthropology	0.005383505383	622	0.6897106
13799522	Pedagogical & Educational Research	0.008547008547	622	0.6897106
13799522	Religious Studies and Theology	0.006993006993	622	0.6897106
13799522	Cultural Studies	0.001304251304	622	0.6897106
13799522	History & Philosophy of Science	0.005439005439	622	0.6897106
13799522	Musicology	0.004662004662	622	0.6897106
13799522	Gender Studies	0.001498501498	622	0.6897106
13799522	Archaeology	0.001942501942	622	0.6897106
13799522	Interdisciplinary research in the Humanities	0.005966255966	622	0.6897106
13799522	Classical Studies	0.012820512820	622	0.6897106
13799522	Interdisciplinary research in the Social Sciences	0.017815517815	622	0.6897106
13799522	Psychology	0.019813519813	622	0.6897106
13799522	Philosophy	0.008103008103	622	0.6897106
13799522	History	0.016455766455	622	0.6897106
13799522	Literature	0.117077367077	622	0.6897106
13799522	Art and Art History	0.003635253635	622	0.6897106
13799522	Film and Theatre Studies	0.001304251304	622	0.6897106
11222457	Interdisciplinary research in the Social Sciences	0.002789400278	350	0.6828572
11222457	Literature	0.004881450488	350	0.6828572
11222457	Archaeology	0.004184100418	350	0.6828572
11222457	Philosophy	0.004881450488	350	0.6828572
11222457	Film and Theatre Studies	0.001882845188	350	0.6828572
11222457	History	0.020920502092	350	0.6828572
11222457	Musicology	0.920502092050	350	0.6828572
11222457	Interdisciplinary research in the Humanities	0.002928870292	350	0.6828572
11222457	Media Studies and Communication	0.010251046025	350	0.6828572
11222457	Art and Art History	0.012343096234	350	0.6828572
11222457	Linguistics	0.006276150627	350	0.6828572
11222457	Cultural Studies	0.003835425383	350	0.6828572
11222457	Pedagogical & Educational Research	0.002092050209	350	0.6828572
11222457	Demography	0.000836820083	350	0.6828572
11222457	Anthropology	0.001394700139	350	0.6828572
11222457	Digital Humanities	0.037656903765	350	0.6828572
31328495	Gender Studies	0.006666666666	221	0.6787331
31328495	Digital Humanities	0.010000000000	221	0.6787331
31328495	Interdisciplinary research in the Humanities	0.002539682539	221	0.6787331
31328495	Psychology	0.000317460317	221	0.6787331
