id	title
26215	1. Die Dialektik von Identität und Alterität
26215	Absolute idealism and the problem of evil
26215	A California Rancho under Three Flags: A History of Rancho Buri Buri in San Mateo County
26215	AESTHETICS VS. IDEOLOGY: THE CASE OF CANON FORMATION
26215	“AFRA”: Towards an Interpretation of Trakl
26215	A Judaeo-Arabic document form Sicily
26215	Alliteration as Evidence in Dating a Poem of Thomas Churchyard: An Exploratory Computer-Aided Study
26215	Ancora sulla grecità dell’Italia meridionale
26215	A PROOF-SHEET IN THE FIRST FOLIO OF SHAKESPEARE
26215	Art in Hospitals
26215	A sociolinguistic view of hazl in the Andalusian Arabic muwashshaḥ
26215	Assimilation of French-Canadian Names into New England Speech: Notes from a Vermont Cemetery
26215	A survey of computer-assisted research in modern German
26215	Beitrag zur Kenntnis des Departements Lozère und seiner Mundarten
26215	Belief or Anamnesis: Is a Rapprochement between History of Religions and Theology Possible?
26215	Bemerkungen über einige Einleitungen zur direkten Rede in Vergils Aeneis
26215	Bemerkungen zu den pharmakognostischen Studien im Spätmittelalter im Bereiche von Venedig
26215	Besprechungen
26215	BESPRECHUNGEN.
26215	Book reviews
26215	Book Reviews
26215	British Idealism, ‘German Philosophy’ and the First World War
26215	B. Sprachwissenschaft
26215	Cambridge Texts in the History of Chinese Science on Microfiche.
26215	Caribbean Words in Mexican Toponymy
26215	Chants judéo-espagnols, recueillis et notés par Isaac Levy. Introduction de O. Camhy. World Sephardi Federation, London, [1959]; viii + 87 pp.
26215	Computer Analysis of Alliteration in Beowulf Using Distinctive Feature Theory
26215	Consonant Repetition in the Lyric of Georg Trakl
26215	Continuation of the Annals of San Francisco
26215	Contributions to the study of Creole
26215	Contributo alla conoscenza del tesoro lessicale versiliese
26215	Corporate Downsizing to Rebuild Team Spirit: How Costly Voting Can Foster Cooperation
26215	'Corti' or 'la Corti'? Definite article + surnames for women
26215	Criteria for Style Analysis
26215	Current Scandinavian computer-assisted language and literature research
26215	Daniel N. Cárdenas, Acoustic vowel loops of two Spanish idiolects, en Phonetica, Münster, 5 (1960), pp. 9-34.
26215	De l’usage de la base de données Frantext en sciences humaines et sociales
26215	De Pétrone aux Patois Modernes: „Croire tenir Dieu par les pieds“
26215	»Der Trieb, bestimmt zu werden.«. Hölderlin, Schiller und Schelling als Antwort auf Fichte
26215	Determinación y Entorno
26215	Deviation from the Regular as an Art Principle
26215	Die Einheit der französischen Schriftsprache im 15. und 16. Jahrhundert.
26215	Die Elis-Gedichte von Georg Trakl
26215	Die Farbensprache der expressionistischen Lyrik
26215	DIE FRÜHGESCHICHTE DER ERZÄHLUNG VON MACNŪN UND LAILĀ IN DER ARABISCHEN LITERATUR: (PAННЯЯ ИCТOPИЯ ПOВECТИ O MEДЖНYНE И ЛEЙЛE В APAБCKOЙ ЛИТEPAТYPE)
26215	Die Sonne
26215	Dos notas sobre Nebrija
26215	Dr. Young
26215	Early California Impeachment Proceedings
26215	Ecclesiastical Bird Names in Louisiana-French
26215	Edward Vischer's First Visit to California
26215	Ekphrasis meets teichoscopy: the panoramic landscape in Góngora’sSoledad primera
26215	El antiguo cancionero sefardí
26215	Empirical methods for the study and interpretation of literature∗
26215	Emprunts et Equilibre phonologique
26215	ENDURING LEGACY: U.S.-INDIGENOUS VIOLENCE AND THE MAKING OF AMERICAN INNOCENCE IN THE GILDED AGE
26215	Engl. dial. gleave, fr. glaive, lat. gladius
26215	Englische Satzintonation
26215	Entwicklung der normandischen Mundart im Département de la Manche und auf den Inseln Guernesey und Jersey.
26215	Ero infeliz, Leandro temerario : la adhesión de Pedro Soto de Roja a una fabulación mítica
26215	Esistono forme romanze che continuano *peditiāre ?
26215	Establishing a German Root System by computer
26215	Étude de l’interaction enseignant - élèves en physique au lycée. Enseigner comme agir sur les performances didactiques des élèves
26215	Etymologica
26215	Eugenio Coseriu, Sincronía, diacronía e historia. Universidad de la República, Facultad de Humanidades y Ciencias, Montevideo, 1958; 164 pp. (Investigaciones y estudios. Serie Filología y lingüistica, 2).
26215	Expressionismus-Probleme
26215	False Starts Can be True
26215	Family Names in French Louisiana
26215	First Names in French Louisiana
26215	Food for Thought: The Fruit Still Life in Góngora’s Polifemo
26215	French and Pseudo-French Placenames in the United States
26215	French to English: Some Stylistic Considerations
26215	Fr. ménage. Neues zu einer alten Etymologie
26215	From French to English: Some Observations on Patterns of Onomastic Changes in North America
26215	Generative Grammars and the Concept of Literary Style
26215	Giacomo Devoto 1898–1974
26215	Gongoras Soledades. Der barocke Traum von der enzyklopadischen Beherrschung der Welt
26215	Greek and Latin Word Studies
26215	Gunnar Tilander (ed.), Vidal Mayor, traducción aragonesa de la obra In excelsis Dei thesauris de Vidal de Canellas. Lund, 1956; 3 tomos, 108 (xxxii de láminas) + 543 + 341 pp. (Leges Hispanicae Medii Aevi, IV-VI).
26215	Hamlet and the Hermeneutics of Drama
26215	›Handschuh‹, ›Wüstenschiff ‹, ›Augenblick‹
26215	Heidegger — Trakl: Einstimmiges Zwiegespräch
26215	Histoire et emplois de l’alinéa ouvrant en diachronie (xiiie-xviie siècles)
26215	Homeland Insecurities: Reflections on Language and Space
26215	Icarus ignored: Riffaterre and Eagleton on Auden’s Musée des Beaux Arts
26215	IDIOLECT AND LINGUISTIC SUPER-EGO
26215	III.—BRADLĖY'S PLACE IN PHILOSOPHY
26215	III.—PROFESSOR TILLICH'S CONFUSIONS
26215	Imagenes y simbolismo enDido y Eneas de Guillen de Castro
26215	Immigration choisie, immigration subie : du discours à la réalité
26215	Indogermanisch und Alteuropäisch
26215	Ineffability and intelligibility: Towards an understanding of the radical unlikeness of religious experience
26215	Inexactness and Explanation
26215	Internal and External Deviation in Poetry
26215	Into the Twentieth Century
26215	Introduction
26215	Irreducible Religious Metaphors
26215	Issues in the Instrumental Study of Poetry Reading
26215	It. mattra, mastra, prov. mastra, altfranz. maistrel, ir. maistred.
26215	IX.—Gods
26215	Jean Pauls Verhältnis zu Fichte. Ein Beitrag zur Geistesgeschichte
26215	Jesus Christ As One of the Persons of the Holy Trinity in G. M. Hopkins's THE WINDHOVER
26215	Jewett's the Country of the Pointed Firs
26215	José Pedro Rona, Aspectos metodológicos de la dialectología hispanoamericana. Facultad de Humanidades y Ciencias de la Universidad de la República, Montevideo, 1958; 37 pp. (Instituto de Filología, Publicaciones del Departamento de Lingüística, 14).
26215	König David und der Diebsschlüssel
26215	Kürze und Länge im afrz, Tonvokalismus. Eine Erwiderung
26215	La adjetivación modernista en Rubén Darío
26215	L'accompagnement en sciences et technologie à l'école primaire : entre médiation didactique et médiation d'expertise scientifique
26215	La expresión temporal en Berceo
26215	La gramática española de Jerónimo de Texeda
26215	Langage juridique et ruse dans la farce du Cuvier
26215	LANGUAGE AND THE TAO: SOME REFLECTIONS ON INEFFABILITY
26215	Language, Literacy and Assessment of Language
26215	Language Theory and Analysis in Augustine
26215	L'Articulation du signifié de monème en hébreu contemporain
26215	L'énigme de la Homeland Security pour l'Administration Obama : quel scénario pour la sécurité et l'administration des frontières ?
26215	Les emplois modernes de l’on
26215	Les fonctions de l’imparfait
26215	Le „village“ dans la toponymie et l’histoire roumaines
26215	‘Lighting a Candle to the Place’: On the Dimensions and Implications of Imitatio in the Renaissance
26215	Linguistic Analysis of Lyrical Poetry: Karl Krolow’s “Im Rückspiegel”
26215	LINGUISTIC CRITICISM AND BAUDELAIRE'S LES CHATS
26215	Linguistic signals and interpretative strategies: linguistic models in performance, with special reference to free indirect discourse.1
26215	Literarisches Verstehen. Neuere Ansätze und Ergebnisse empirischer Forschung
26215	Literary ambiguity and oral performance
26215	Literature and Language
26215	LITERATURWISSENSCHAFT ZWISCHEN LINGUISTIK UND SOZIALPSYCHOLOGIE: Einige konzepte und probleme einer theoretisch-empirischen literaturwissenschaft
26215	Living in the Garden An approach to Christianity in the secondary school through myth, metaphor and morality
26215	Long Shadow: Victorian Themes and Forms in the Edwardian Provincial Novel – Arnold Bennett and D.H. Lawrence
26215	Los problemas del studio de la lengua sefardí
26215	Los romances de La muerte de Don Beltrán. Entre Roncesvalles y Lucerna
26215	Magic in classical Persian amatory literature
26215	Making Dynamic Connections in “The Figure in the Carpet”
26215	Mapas de Clasificación Lingüística de México y las Américas. By Mauricio Swadesh. [Cuadernos del Instituto de Historia, Serie Antropológica No. 8.] (México, D.F.: Universidad Nacional Antónoma de México, Dirección General de Publicaciones, 1959. 4 maps, 2 schematic diagrams. Pp. 36.)
26215	Masculine and Neuter in South-Central Italian
26215	Meaning Variance and Metaphor1
26215	Metafonía y neutro de materia en España
26215	Michael Riffaterre, Essais de stylistique structurale. Translated with an Introduction by Daniel Delas. Paris: Flammarion, 1971. Pp. 364.
26215	Names in some Works of Malaparte
26215	Narrative in Theology
26215	NARRATIVE SCHEMATA AND TEMPORAL ANCHORING
26215	Negation as a Religious Category
26215	Notas sobre el judeo-español de Marruecos en 1950
26215	Notes from Pacific Coast Observatories
26215	Note sur les champs semantiques dans le vocabulaire des idees
26215	Nuevas aportaciones para el estudio del sufijo -uno
26215	Nursing, Physician Control, and the Medical Monopoly: Historical Perspectives on Gendered Inequality in Roles, Rights, Range of Practice
26215	Obscenity or taboo? : remarks on profanities in Juvenal and Martial
26215	ON RECOGNISING RULE-BENDING AND RULE-BREAKING IN ENGLISH CO-ORDINATION
26215	On the measurement of alliteration in poetry
26215	On the path to oblivion: The pilgrims' declining role in the St. Christopher plays of early and early modern Spain
26215	»Orientierung auf der formalen Ebene«— Paul Klee und Georg Trakl
26215	Outils et métrique : un tour d'horizon
26215	Painting and Poetry in Early Modern Spain: The Primacy of VenetianColorein Góngora’sPolyphemusandThe Solitudes*
26215	Palatal East Meets Velar West: Dialect Contact and Phonological Accommodation in Judeo-Spanish
26215	Pause und pausenstelle im Deutschen
26215	Pearls Before Swine? A Reinterpretation of Matt. 7.6
26215	Phenomenology of Religion and the Art of Story-Telling: The Relevance of William Golding'S ‘The Inheritors’ To Religious Studies
26215	Phonological patterning in German verse
26215	Phonology and style: A computer-assisted approach to German verse
26215	Pioneer Protestant Preachers of Early California
26215	Poetry and the Ordinary Reader: A Study of Immediate Responses
26215	Port. se calhar
26215	Pour une histoire du vocabulaire français des idées
26215	Preface
26215	Public Understanding of Science
26215	Quelques réflexions sur le sujet d’une description        didactique
26215	Reader Response to Literature: the Empirical Dimension by Elaine F Nardocchio (ed.), 1992, Mouton de Gruyter, The Hague, pp. 307, IBSN 3 11 01 2764 4
26215	Readers as text processors and performers: A new formula for poetic intonation
26215	Refranes judeo-españoles de Esmirna
26215	Relative Häufigkeit syntaktischer Erscheinungen als Mittel zur Abgrenzung von Stilarten
26215	RELIGIOUS METAPHORS: MEDIATORS BETWEEN BIOLOGICAL AND CULTURAL EVOLUTION THAT GENERATE TRANSCENDENT MEANING
26215	Research in Industry and the Future of Education
26215	Rethinking the absence of post-Western International Relations theory in India: ‘Advaitic monism’ as an alternative epistemological resource
26215	Return to Messina: A letter from the Cairo Geniza
26215	Reviewing Value: Literary Journalism and Advanced Liberalism at the Turn of the Century
26215	Reviews
26215	Review. The Romance of the Rose, transl. by Harry W. Robbins
26215	Roger Fowler (ed.), Essays on Style and Language. London: Routledge & Kegan Paul, 1966. Pp. ix + 188.
26215	RUSSIAN WORDS FOR ELM
26215	Russian words for types of plum
26215	Samuel Gili Gaya, Vox: Diccionario de sinónimos. Ediciones Spes, Barcelona, 1958; xvi + 344 pp.
26215	San Francisco in 1851 as Described by Eyewitnesses
26215	Scarrus and the Scarred Soldier
26215	Schwerpunkt: Buchdruck als Medium
26215	Science and the Empire
26215	Science and the State
26215	Science for imperial efficiency and social change: reflections on the British Science Guild, 1905-1936
26215	Science in National Affairs
26215	Science in Parliament
26215	Scientific and Religious Metaphors
26215	Sécurité du fort contre asymétrie du faible
26215	Semantik der kühnen Metapher
26215	Semitic Root Incompatibilities and Historical Linguistics
26215	Shakespeare's Pentameter and the End of Editing
26215	Silence, Metaphor and the Communication of Religious Meaning Part II
26215	Sobre la aparición de liberal
26215	Sobre los significados del laurel y sus fuentes clásicas en la Edad Media y el Siglo de Oro
26215	Some Arguments for the use of Stories in Religious Education
26215	Some Cases of-K-/-W-Alternation in Indo-European
26215	Some problems of method in the study of religion
26215	Some remarks on information and religion
26215	SOME REMARKS ON THE ROLE AND LIMITATIONS OF PHENOMENOLOGY OF RELIGION IN RELIGIOUS EDUCATION
26215	Some Skills for Religious Education
26215	Something heroic is still expected: Realism and comic heroism in the claverings
26215	Some Thoughts Concerning the Application of Software Tools in Support of Old English Poetic Studies
26215	Sonoro cristal: Pedro Soto de Rojas and the Eloquent Galatea
26215	Sound and repetition as metaphor markers in Raditladi's work,Aferika
26215	‘Staring into All Their Yellow Eyes’: Where the Wild Things Are, the 1960s, and the Vietnam War
26215	STORIES TO READ THE SELF WITH: Autobiography, Spirituality and Religious Education
26215	Structuralism in Italy
26215	STRUCTURAL METRICS
26215	Style in W. Golding'sThe Inheritors
26215	Stylistic Context
26215	‘Superreader’: Riffaterre revisited
26215	Suprasegmentals and the performance of poetry
26215	Surnames of Trans–Allegheny Virginia 1750–1800 II
26215	TEACHING JUSTICE AND TEACHING JUSTLY: REFLECTIONS ON TEACHING WORLD RELIGIONS AT A JESUIT LIBERAL ARTS COLLEGE
26215	Teaching Language Skills to Children with Language Disorders
26215	Text and context in Fijian Hinduism: Uses of religion
26215	Texts and readers∗
26215	The British Association
26215	The British Association and National Life
26215	The British Science Guild
26215	The California Societies in France, 1849-1855
26215	The Concept of the Positron
26215	The Continuing Story of the Yiddish Language: The Yiddish Book Center in Amherst, Massachusetts
26215	The Cybernetic Approach to Aesthetics
26215	The diminutives in the dīwān of Ibn Quzmān: a product of their Hispanic milieu?
26215	The Etymology of Lat. Mentula
26215	The evolution of tianxia cosmology and its philosophical implications
26215	The Federation of Science
26215	The forum
26215	The ‘good war’ on terror: rewriting empire from George W. Bush toAmerican Sniper
26215	The Health Factor in the Gold Rush Era
26215	The Hospice or Mission San Mateo
26215	The I.E.So-/To-Demonstrative Suppletion or Phonetic Differentiation?
26215	The Importance of Reading Queerly Jewett's Deephaven as Feminist Ecology
26215	The Lady Gazelle and Her Murderous Glances
26215	The Latest Edition of MacbethMacbeth. John Dover Wilson , William Shakespeare
26215	The Mass Marketing of the Colonial Captive Hannah Duston
26215	The Medieval Proverb Nate Que Nate
26215	The Moccasin Telegraph: Sign-Talk Autobiography and Pretty-shield, Medicine Woman of the Crows
26215	The Naive Reader: Anarchy or Self-Reliance?
26215	The Name of the Pelasgians
26215	The object of study of text linguistics (textology)
26215	The Ontology of Science: An Essay towards a Complete Description of the Universe
26215	The Oxford Survey of the British Empire
26215	The Place of Reason in the Quest for Moksha – Problems in Vivekananda's Conceptualization of Jñānaroga
26215	The Place of Science in Industry
26215	The problem of describing syntactic complexity
26215	The Problem of Literary Interpretation Reconsidered
26215	The Role of Hispanic Kinships in Popularizing the Monterey Style in California, 1836-1846
26215	The Romance Treatment of Two Old Norse Diphthongs
26215	'The Sounds of the Psalter: Computational Analysis of Soundplay'
26215	The State of Ladino Today
26215	The Tonality of Lyric Poetry: An Experiment in Method
26215	The Toponym gradus
26215	The Variants of a Respondeme Described in Terms of Taxemes
26215	The Visual Sign as Semiotic Signifier in the Arabian Nights
26215	The War
26215	The War—and After
26215	Titanism and Narcissism: The Lure of the Transparent Sign in Jean Paul
26215	Toponyms as Anemonyms
26215	Torres Naharro’s Rhetorical Skirmish in Comedia Himenea
26215	Trakl-Forschung der sechziger Jahre. Korrekturen über Korrekturen
26215	Une formule galloromane du VIIIe siècle
26215	Únete a la causa: propaganda en conflicto armado en Colombia
26215	Un genre peut en cacher un autre : une histoire de détournement
26215	Un proverbe du moyen âge: Force paist le pré
26215	Uruguay
26215	Utility, Understanding and Creativity in the Study of Religions
26215	VACCINATING FREEDOM: SMALLPOX PREVENTION AND THE DISCOURSES OF AFRICAN AMERICAN CITIZENSHIP IN ANTEBELLUM PHILADELPHIA
26215	VERMISCHTES
26215	Vers La Definition Linguistique Du Style
26215	Verstehen literarischer Texte versus literarisches Verstehen von Texten? Zur Relevanz kognitionspsychologischer Verstehensforschung für das hermeneutische Paradigma der Literaturwissenschaft
26215	Vertellershouding, afgelei van die taal en styl van die teks: Hennie Aucamp se “Vir vier stemme”
26215	Vier Lexikalia aus Cassianus von Marseille und Eucherius von Lyon
26215	Violating the Domestic
26215	Vocales caducas en el español mexicano
26215	Vocales Cerradas Antietimológicas en Español
26215	Von der Rede und Dem Schweigen der Alchemisten
26215	Vorfragen zur Metaphorik bei Jean Paul
26215	What should the Citizen Know about ‘Science’?
26215	What should the Citizen Know about Science?
26215	What's so good about the absolute?
26215	Wiesneriomyces Javanicus from Panamanian Soil
26215	Works Cited
26215	XIV.—The Island of Ictis.
26215	XX.—Pleistocene Man in Jersey
26215	XX. Zu Sophokles’ Antigone
26215	YIDDISH LITERARY STUDIES
26215	Yiddish: The Perils and Joys of Translation
26215	Zen and the art of ignoring information
26215	Zones of interculturality and linguistic identity: tales of Ladino by Sephardic Jews in Bulgaria
26215	Zu einer neuen Etymologie von fr. pièce und span. pedazo
26215	Zum Griechentum Süditaliens
26215	Zur Bedeutungsgeschichte des Wortes Aphorismus
26215	Zur Frage des Geschlechts der romanischen Obstbaumnamen auf -ARIUS
26215	Zur Inversion des Subjektes im heutigen Französisch
26215	ZUR LINGUISTISCHEN ANALYSE DER TEXTSTRUKTUR
317368	1720–23 and All That: A Reply to Eveline Cruickshanks
317368	Access
317368	Accessing Russian culture online: The scope of digitization in museums across Russia
317368	ACCLIMATIZATION IN NEW ZEALAND
317368	A Compaignye of Sondry Folk: Mereology, Medieval Poetics and Contemporary Evolutionary Narrative in Richard Dawkins’The Ancestor’s Tale
